epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,9764.21,1.36325,1.77345,1.64359,0.16126,0.18149,0.14922,0.05934,2.18993,2.67361,2.23207,0.000480396,0.000480396,0.000480396
174,9820.3,1.39093,1.83553,1.69216,0.18875,0.19939,0.17051,0.05437,2.2416,2.62392,2.29265,0.00047673,0.00047673,0.00047673
175,9877.13,1.41053,1.85227,1.70433,0.1214,0.22727,0.16671,0.06015,2.2303,2.49794,2.33584,0.000473064,0.000473064,0.000473064
176,9934.08,1.36338,1.80275,1.63871,0.22147,0.26485,0.21204,0.06813,2.10124,2.45334,2.19098,0.000469397,0.000469397,0.000469397
177,9993.09,1.3674,1.76601,1.65141,0.42866,0.21939,0.18369,0.07966,1.99316,2.46479,2.11694,0.000465731,0.000465731,0.000465731
178,10050.1,1.35615,1.80079,1.6655,0.1847,0.23926,0.17341,0.08224,2.06812,2.57657,2.2022,0.000462065,0.000462065,0.000462065
179,10106.4,1.34724,1.7104,1.59384,0.16044,0.27758,0.16871,0.06351,2.10825,2.6394,2.24049,0.000458399,0.000458399,0.000458399
180,10164.2,1.30053,1.68164,1.58142,0.15819,0.25939,0.14836,0.05064,2.24793,2.64969,2.35874,0.000454732,0.000454732,0.000454732
181,10222.1,1.37782,1.70867,1.66451,0.1862,0.20121,0.14462,0.04891,2.1548,2.79026,2.288,0.000451066,0.000451066,0.000451066
182,10281.5,1.31301,1.70278,1.59051,0.39392,0.20121,0.1363,0.04761,2.09577,2.82465,2.21872,0.0004474,0.0004474,0.0004474
183,10340,1.40736,1.79651,1.72449,0.40656,0.19212,0.1331,0.0455,2.09371,2.82105,2.18634,0.000443733,0.000443733,0.000443733
184,10397.1,1.34606,1.61885,1.61072,0.1506,0.18303,0.11867,0.04193,2.149,2.82143,2.22831,0.000440067,0.000440067,0.000440067
185,10454.3,1.32367,1.72231,1.62472,0.12438,0.19939,0.12288,0.04113,2.19456,2.90431,2.2562,0.000436401,0.000436401,0.000436401
186,10511.3,1.29468,1.76669,1.59978,0.13863,0.20848,0.10982,0.0367,2.14462,2.9537,2.23864,0.000432734,0.000432734,0.000432734
187,10569.5,1.34479,1.73041,1.63952,0.09781,0.2303,0.09531,0.03644,2.22775,2.84389,2.39357,0.000429068,0.000429068,0.000429068
188,10627.9,1.33225,1.64083,1.56755,0.11249,0.26501,0.11772,0.04581,2.3117,2.69483,2.44339,0.000425402,0.000425402,0.000425402
189,10685.2,1.29251,1.71026,1.5965,0.09516,0.19226,0.15169,0.06251,2.26265,2.53055,2.37013,0.000421736,0.000421736,0.000421736
190,10742.4,1.34205,1.78773,1.63591,0.11491,0.25576,0.13745,0.06361,2.29851,2.54051,2.39954,0.000418069,0.000418069,0.000418069
191,10798.4,1.22041,1.52147,1.50695,0.13454,0.21758,0.13617,0.0561,2.22902,2.68321,2.33981,0.000414403,0.000414403,0.000414403
192,10855.3,1.3093,1.53865,1.5653,0.15387,0.20848,0.12938,0.05584,2.19784,2.71877,2.29952,0.000410737,0.000410737,0.000410737
193,10912.8,1.2504,1.64802,1.54965,0.18572,0.20121,0.16949,0.05798,2.19209,2.65758,2.30276,0.00040707,0.00040707,0.00040707
194,10969.5,1.36281,1.68464,1.62129,0.19889,0.21743,0.17203,0.06562,2.25456,2.63981,2.38629,0.000403404,0.000403404,0.000403404
195,11025.6,1.31607,1.71947,1.60492,0.18479,0.24848,0.18167,0.06565,2.26822,2.60195,2.32163,0.000399738,0.000399738,0.000399738
196,11082.2,1.31697,1.66926,1.58651,0.15378,0.19811,0.1272,0.04997,2.28232,2.64897,2.27054,0.000396071,0.000396071,0.000396071
197,11138.6,1.29659,1.59042,1.56704,0.09726,0.18848,0.10531,0.04712,2.19981,2.67363,2.23326,0.000392405,0.000392405,0.000392405
198,11195.4,1.34755,1.674,1.61983,0.0964,0.21576,0.11792,0.05339,2.1783,2.60961,2.23848,0.000388739,0.000388739,0.000388739
199,11252.3,1.24072,1.5536,1.52625,0.16515,0.17464,0.14646,0.05787,2.27699,2.53495,2.35471,0.000385073,0.000385073,0.000385073
200,11309.7,1.35476,1.70261,1.667,0.15013,0.24667,0.13829,0.05166,2.20789,2.50184,2.32012,0.000381406,0.000381406,0.000381406
201,11366.5,1.28954,1.66417,1.59088,0.15966,0.21758,0.12068,0.06031,2.11789,2.57573,2.24082,0.00037774,0.00037774,0.00037774
202,11422.5,1.32,1.61258,1.64232,0.18236,0.16121,0.11389,0.05754,2.10458,2.60038,2.2517,0.000374074,0.000374074,0.000374074
203,11478.8,1.2829,1.54982,1.54018,0.15709,0.2255,0.14515,0.07272,2.0329,2.63066,2.21394,0.000370407,0.000370407,0.000370407
204,11534.2,1.25698,1.62927,1.55616,0.18089,0.19837,0.15554,0.06813,2.0261,2.68389,2.19497,0.000366741,0.000366741,0.000366741
205,11590.9,1.28441,1.62233,1.58103,0.21649,0.21298,0.13595,0.05428,2.11489,2.8031,2.21789,0.000363075,0.000363075,0.000363075
206,11647.6,1.29801,1.55904,1.55492,0.22444,0.20876,0.13029,0.05553,2.11054,2.83282,2.19754,0.000359409,0.000359409,0.000359409
207,11704.4,1.25254,1.47858,1.54313,0.15996,0.18453,0.11225,0.05158,2.1269,2.94966,2.20893,0.000355742,0.000355742,0.000355742
208,11760.5,1.17554,1.45709,1.50023,0.14888,0.16303,0.11821,0.0502,2.14288,3.01563,2.19286,0.000352076,0.000352076,0.000352076
209,11817.2,1.29167,1.51235,1.54395,0.16729,0.17212,0.12356,0.04866,2.14616,3.04057,2.23254,0.00034841,0.00034841,0.00034841
210,11872.9,1.25715,1.53364,1.57142,0.1552,0.18639,0.15922,0.05889,2.15916,2.96916,2.26031,0.000344743,0.000344743,0.000344743
211,11928.7,1.30018,1.60852,1.55766,0.2119,0.15394,0.1615,0.05301,2.18786,2.91542,2.29466,0.000341077,0.000341077,0.000341077
212,11985.1,1.27643,1.57794,1.55917,0.18253,0.18121,0.17366,0.06369,2.06938,2.87047,2.19602,0.000337411,0.000337411,0.000337411
213,12041.5,1.31841,1.55232,1.5697,0.20424,0.20848,0.13857,0.06513,2.06621,2.95336,2.19449,0.000333744,0.000333744,0.000333744
214,12097.6,1.27812,1.56379,1.58736,0.20288,0.19939,0.14281,0.06131,2.09719,2.93696,2.19521,0.000330078,0.000330078,0.000330078
215,12155,1.21846,1.49252,1.52562,0.21515,0.1903,0.16028,0.06247,2.19905,2.84872,2.25785,0.000326412,0.000326412,0.000326412
216,12211.7,1.17086,1.47093,1.50839,0.1645,0.1903,0.12987,0.05764,2.24955,2.75916,2.32395,0.000322745,0.000322745,0.000322745
217,12267,1.27248,1.56481,1.52998,0.1963,0.19939,0.15078,0.06034,2.15371,2.65795,2.21821,0.000319079,0.000319079,0.000319079
218,12324.1,1.2467,1.50631,1.49979,0.22907,0.18121,0.14554,0.06201,2.15517,2.52465,2.22587,0.000315413,0.000315413,0.000315413
219,12379.8,1.22137,1.45342,1.49059,0.20477,0.19511,0.15647,0.0722,2.19072,2.4665,2.24391,0.000311747,0.000311747,0.000311747
220,12437.1,1.1564,1.39808,1.45509,0.23423,0.19939,0.16581,0.07308,2.19958,2.49976,2.2267,0.00030808,0.00030808,0.00030808
221,12493,1.23375,1.51164,1.53784,0.26757,0.21679,0.20046,0.08667,2.2524,2.50194,2.26309,0.000304414,0.000304414,0.000304414
222,12550,1.22818,1.49032,1.52926,0.27166,0.19939,0.20307,0.08381,2.19782,2.5354,2.2205,0.000300748,0.000300748,0.000300748
223,12606.1,1.12161,1.38827,1.39747,0.32793,0.1903,0.20476,0.06906,2.22912,2.56493,2.26363,0.000297081,0.000297081,0.000297081
224,12663.6,1.23643,1.49729,1.52208,0.29819,0.19759,0.18098,0.05169,2.2874,2.60379,2.31158,0.000293415,0.000293415,0.000293415
225,12722,1.15729,1.34404,1.40708,0.21293,0.21118,0.15785,0.04904,2.31241,2.72187,2.38773,0.000289749,0.000289749,0.000289749
226,12779.4,1.23044,1.54335,1.55875,0.20065,0.18546,0.12288,0.04121,2.27336,2.72928,2.40596,0.000286083,0.000286083,0.000286083
227,12836.4,1.24231,1.56431,1.59027,0.18607,0.18369,0.11375,0.04616,2.3025,2.7685,2.50521,0.000282416,0.000282416,0.000282416
228,12893.5,1.19955,1.42809,1.49829,0.20741,0.17549,0.12754,0.05513,2.28194,2.7327,2.44716,0.00027875,0.00027875,0.00027875
229,12950.6,1.19148,1.468,1.515,0.16695,0.20848,0.12871,0.05685,2.18175,2.6143,2.35753,0.000275084,0.000275084,0.000275084
230,13008.3,1.18056,1.4649,1.48396,0.16631,0.23939,0.12796,0.0547,2.17253,2.59558,2.34111,0.000271417,0.000271417,0.000271417
231,13065,1.18258,1.41428,1.4575,0.26325,0.18006,0.19028,0.08279,2.17572,2.61976,2.3486,0.000267751,0.000267751,0.000267751
232,13121.2,1.2191,1.47561,1.52493,0.20596,0.23939,0.17344,0.07365,2.14041,2.65643,2.30161,0.000264085,0.000264085,0.000264085
233,13177.4,1.18337,1.33867,1.46877,0.22574,0.23939,0.14405,0.05748,2.15139,2.74643,2.304,0.000260418,0.000260418,0.000260418
234,13233.5,1.21372,1.42364,1.5011,0.22012,0.24848,0.14421,0.05936,2.15324,2.79374,2.30272,0.000256752,0.000256752,0.000256752
235,13290.3,1.20271,1.35983,1.48131,0.18527,0.25758,0.14471,0.05922,2.18967,2.84248,2.33463,0.000253086,0.000253086,0.000253086
236,13346.5,1.18531,1.38969,1.50157,0.17194,0.22503,0.15653,0.06641,2.16146,2.70753,2.28343,0.00024942,0.00024942,0.00024942
237,13404.4,1.19415,1.39893,1.46256,0.15789,0.18917,0.14093,0.06239,2.03718,2.66666,2.12074,0.000245753,0.000245753,0.000245753
238,13461.6,1.19133,1.40847,1.51472,0.14756,0.21577,0.15006,0.07264,2.01089,2.65028,2.08628,0.000242087,0.000242087,0.000242087
239,13517.7,1.11433,1.30584,1.4348,0.17086,0.21672,0.15744,0.07413,2.02134,2.63158,2.0826,0.000238421,0.000238421,0.000238421
240,13575.4,1.11864,1.33134,1.39669,0.17247,0.21549,0.14859,0.06365,2.13222,2.64897,2.21999,0.000234754,0.000234754,0.000234754
241,13633.8,1.16328,1.33289,1.4507,0.16448,0.21676,0.13883,0.05687,2.14162,2.68386,2.22892,0.000231088,0.000231088,0.000231088
242,13689.6,1.19161,1.4196,1.48997,0.142,0.19254,0.12944,0.05781,2.16903,2.73013,2.23385,0.000227422,0.000227422,0.000227422
243,13744.9,1.1879,1.30142,1.48155,0.14215,0.19758,0.14061,0.05796,2.13603,2.82765,2.18934,0.000223755,0.000223755,0.000223755
244,13801.4,1.15832,1.37511,1.45501,0.1464,0.19105,0.12571,0.04981,2.1524,3.0113,2.25513,0.000220089,0.000220089,0.000220089
245,13858,1.14712,1.38214,1.46129,0.17748,0.18397,0.12782,0.04595,2.13495,2.99884,2.24808,0.000216423,0.000216423,0.000216423
246,13914.2,1.13206,1.39297,1.48447,0.16466,0.18848,0.13287,0.05085,2.12669,2.95604,2.22036,0.000212757,0.000212757,0.000212757
247,13970.6,1.10231,1.2738,1.39009,0.18271,0.20514,0.14521,0.05931,2.15882,2.91679,2.2136,0.00020909,0.00020909,0.00020909
248,14027.6,1.08658,1.25103,1.39705,0.18601,0.22003,0.14717,0.06155,2.15649,2.83774,2.1898,0.000205424,0.000205424,0.000205424
249,14085.6,1.14114,1.34262,1.47143,0.18215,0.22495,0.14572,0.06065,2.17026,2.79793,2.21892,0.000201758,0.000201758,0.000201758
250,14142.1,1.20913,1.34788,1.54691,0.19023,0.2112,0.13813,0.06016,2.133,2.8243,2.19,0.000198091,0.000198091,0.000198091
251,14199.4,1.12011,1.32193,1.43272,0.20683,0.19939,0.13696,0.05249,2.14092,2.8546,2.22514,0.000194425,0.000194425,0.000194425
252,14255.4,1.11087,1.28967,1.41592,0.20132,0.19939,0.12722,0.05592,2.14859,2.82544,2.23563,0.000190759,0.000190759,0.000190759
253,14311.7,1.11148,1.31908,1.43545,0.18281,0.19306,0.12832,0.05849,2.14915,2.8373,2.21713,0.000187092,0.000187092,0.000187092
254,14367.4,1.1373,1.29622,1.43156,0.18377,0.19939,0.13218,0.05924,2.16273,2.80142,2.23734,0.000183426,0.000183426,0.000183426
255,14424,1.07304,1.29338,1.40988,0.19812,0.20598,0.18351,0.07793,2.1181,2.76542,2.23708,0.00017976,0.00017976,0.00017976
256,14479.5,1.09716,1.31433,1.41078,0.22085,0.18566,0.17112,0.0763,2.15951,2.7922,2.29803,0.000176094,0.000176094,0.000176094
257,14536.4,1.0987,1.26114,1.40436,0.22269,0.17452,0.16682,0.07534,2.12176,2.85495,2.25765,0.000172427,0.000172427,0.000172427
258,14591.7,0.98542,1.12224,1.33122,0.25251,0.15329,0.17164,0.07586,2.09621,2.87307,2.2343,0.000168761,0.000168761,0.000168761
259,14647.6,1.07198,1.24312,1.40027,0.20796,0.16992,0.16613,0.07674,2.12228,2.94411,2.22637,0.000165095,0.000165095,0.000165095
260,14704.3,1.13193,1.3397,1.43425,0.18272,0.19939,0.16394,0.07459,2.17029,2.95014,2.26778,0.000161428,0.000161428,0.000161428
261,14760.7,1.05763,1.2546,1.39674,0.17615,0.1703,0.13496,0.05722,2.24953,2.92084,2.34965,0.000157762,0.000157762,0.000157762
262,14816.3,1.12368,1.33993,1.44133,0.16251,0.17128,0.13396,0.05656,2.25957,2.90412,2.3474,0.000154096,0.000154096,0.000154096
