segment,trajectory_id,x1,y1,x2,y2,midpoint_x,midpoint_y,length_px,orientation_deg,total_angle_change_deg,average_angle_change_deg,curvature_rad_per_px,trajectory_length_px,trajectory_total_angle_change_deg,trajectory_average_angle_change_deg,trajectory_average_orientation_deg,trajectory_curvature_rad_per_px,trajectory_straightness,trajectory_pattern,trajectory_rule_based_classification,overall_trajectory_pattern
1,1,329,576,377,564,353.0,570.0,49.47726750741192,14.036243467926479,39.95715642105962,10.7479976076079,0.006052265630369446,49.47726750741192,0.0,0.0,14.03624346792648,0.0,1.0,Straight trajectory,Uncertain,Uncertain
2,2,366,871,403,869,384.5,870.0,37.05401462729781,3.0940580589171116,39.95715642105962,10.7479976076079,0.006052265630369446,37.05401462729781,0.0,0.0,3.0940580589171116,0.0,1.0,Straight trajectory,Uncertain,Uncertain
3,3,367,630,383,662,375.0,646.0,35.77708763999664,116.56505117707799,39.95715642105962,10.7479976076079,0.006052265630369446,35.77708763999664,0.0,0.0,116.56505117707798,0.0,1.0,Straight trajectory,Uncertain,Uncertain
4,4,539,718,556,691,547.5,704.5,31.906112267087632,57.804266065286754,39.95715642105962,10.7479976076079,0.006052265630369446,61.98933018007028,10.7479976076079,10.7479976076079,63.018355459194666,0.006052265630369446,0.8805778043599122,Uncertain,Uncertain,Uncertain
6,4,541,718,552,690,546.5,704.0,30.083217912982647,68.55226367289465,39.95715642105962,10.7479976076079,0.006052265630369446,61.98933018007028,10.7479976076079,10.7479976076079,63.018355459194666,0.006052265630369446,0.8805778043599122,Uncertain,Uncertain,Uncertain
5,5,693,484,698,514,695.5,499.0,30.4138126514911,99.46232220802561,39.95715642105962,10.7479976076079,0.006052265630369446,50.51356389373288,15.17291534552524,15.17291534552524,93.46053528775614,0.005972099496270424,0.8314120517163862,Uncertain,Uncertain,Uncertain
9,5,689,465,691,445,690.0,455.0,20.09975124224178,84.28940686250037,39.95715642105962,10.7479976076079,0.006052265630369446,50.51356389373288,15.17291534552524,15.17291534552524,93.46053528775614,0.005972099496270424,0.8314120517163862,Uncertain,Uncertain,Uncertain
7,6,446,789,452,762,449.0,775.5,27.65863337187866,77.47119229084849,39.95715642105962,10.7479976076079,0.006052265630369446,50.019313146876556,14.036243467926482,14.036243467926482,71.21147627432485,0.008093218516864576,0.8440417392452613,Uncertain,Uncertain,Uncertain
8,6,470,801,480,781,475.0,791.0,22.360679774997898,63.43494882292201,39.95715642105962,10.7479976076079,0.006052265630369446,50.019313146876556,14.036243467926482,14.036243467926482,71.21147627432485,0.008093218516864576,0.8440417392452613,Uncertain,Uncertain,Uncertain
