segment,x1,y1,x2,y2,midpoint_x,midpoint_y,length_px,orientation_deg,total_angle_change_deg,average_angle_change_deg,curvature_rad_per_px,trajectory_pattern
3,800,1602,869,1603,834.5,1602.5,69.00724599634447,179.169684513742,127.03530163406747,21.172550272344576,0.0013457145503441813,Curved trajectory - possible electron-like evidence
2,800,1600,842,1600,821.0,1600.0,42.0,0.0,127.03530163406747,21.172550272344576,0.0013457145503441813,Curved trajectory - possible electron-like evidence
1,801,1601,869,1601,835.0,1601.0,68.0,0.0,127.03530163406747,21.172550272344576,0.0013457145503441813,Curved trajectory - possible electron-like evidence
6,198,1076,216,1055,207.0,1065.5,27.65863337187866,49.398705354995535,127.03530163406747,21.172550272344576,0.0013457145503441813,Curved trajectory - possible electron-like evidence
4,915,741,934,724,924.5,732.5,25.495097567963924,41.82016988013577,127.03530163406747,21.172550272344576,0.0013457145503441813,Curved trajectory - possible electron-like evidence
7,914,740,937,725,925.5,732.5,27.459060435491963,33.11134196037203,127.03530163406747,21.172550272344576,0.0013457145503441813,Curved trajectory - possible electron-like evidence
5,910,724,937,738,923.5,731.0,30.4138126514911,152.5924245621816,127.03530163406747,21.172550272344576,0.0013457145503441813,Curved trajectory - possible electron-like evidence
