segment,trajectory_id,x1,y1,x2,y2,midpoint_x,midpoint_y,length_px,orientation_deg,trajectory_length_px,trajectory_orientation_deg,trajectory_straightness,trajectory_curvature_rad_per_px,trajectory_average_angle_change_deg,trajectory_evidence
10,1,725,101,777,101,751.0,101.0,52.0,0.0,763.5226247627864,0.1508159540996704,0.7063346195061057,0.00046938474337876034,2.241948213569012,Uncertain
4,1,711,118,794,115,752.5,116.5,83.05419917138447,2.070030653041098,763.5226247627864,0.1508159540996704,0.7063346195061057,0.00046938474337876034,2.241948213569012,Uncertain
5,1,727,120,810,120,768.5,120.0,83.0,0.0,763.5226247627864,0.1508159540996704,0.7063346195061057,0.00046938474337876034,2.241948213569012,Uncertain
2,1,710,114,835,108,772.5,111.0,125.14391715141412,2.74808818005375,763.5226247627864,0.1508159540996704,0.7063346195061057,0.00046938474337876034,2.241948213569012,Uncertain
3,1,726,118,848,116,787.0,117.0,122.01639234135715,0.9391909457355799,763.5226247627864,0.1508159540996704,0.7063346195061057,0.00046938474337876034,2.241948213569012,Uncertain
1,1,707,104,876,113,791.5,108.5,169.23947530053383,176.9516250597017,763.5226247627864,0.1508159540996704,0.7063346195061057,0.00046938474337876034,2.241948213569012,Uncertain
11,1,823,117,873,119,848.0,118.0,50.039984012787215,177.70938995736148,763.5226247627864,0.1508159540996704,0.7063346195061057,0.00046938474337876034,2.241948213569012,Uncertain
9,1,822,102,875,101,848.5,101.5,53.009433122794285,1.0809241866606887,763.5226247627864,0.1508159540996704,0.7063346195061057,0.00046938474337876034,2.241948213569012,Uncertain
54,1,848,111,874,110,861.0,110.5,26.019223662515376,2.2025981617658053,763.5226247627864,0.1508159540996704,0.7063346195061057,0.00046938474337876034,2.241948213569012,Uncertain
6,2,490,668,548,626,519.0,647.0,71.61005515987263,35.90972307917768,71.61005515987263,35.90972307917768,1.0,0.0,0.0,Uncertain
50,3,632,1022,634,995,633.0,1008.5,27.073972741361768,85.76360520094116,118.15973883283472,68.66083468367778,0.9028114265853199,0.008262071044010518,21.45798642468494,Curved trajectory
7,3,610,1077,640,1029,625.0,1053.0,56.60388679233962,57.9946167919165,118.15973883283472,68.66083468367778,0.9028114265853199,0.008262071044010518,21.45798642468494,Curved trajectory
30,3,581,1091,591,1058,586.0,1074.5,34.48187929913333,73.14160123226172,118.15973883283472,68.66083468367778,0.9028114265853199,0.008262071044010518,21.45798642468494,Curved trajectory
8,4,676,884,714,923,695.0,903.5,54.45181356024793,134.2559407971113,54.45181356024793,134.2559407971113,1.0,0.0,0.0,Uncertain
12,5,519,768,548,728,533.5,748.0,49.4064773081425,54.05788812861766,49.4064773081425,54.05788812861766,1.0,0.0,0.0,Uncertain
13,6,623,112,671,113,647.0,112.5,48.010415536631214,178.80651057601796,48.010415536631214,178.80651057601796,1.0,0.0,0.0,Uncertain
14,7,570,802,587,846,578.5,824.0,47.16990566028302,111.12471914607248,127.59646874167812,109.86569271490163,0.8976767218098637,0.018205048688820884,27.448645214613105,Curved trajectory
63,7,558,828,563,852,560.5,840.0,24.515301344262525,101.76828893202064,127.59646874167812,109.86569271490163,0.8976767218098637,0.018205048688820884,27.448645214613105,Curved trajectory
35,7,552,834,573,858,562.5,846.0,31.89043743820395,131.18592516570965,127.59646874167812,109.86569271490163,0.8976767218098637,0.018205048688820884,27.448645214613105,Curved trajectory
66,7,561,864,562,840,561.5,852.0,24.020824298928627,87.61405596961119,127.59646874167812,109.86569271490163,0.8976767218098637,0.018205048688820884,27.448645214613105,Curved trajectory
15,8,536,948,567,917,551.5,932.5,43.840620433565945,45.0,114.7038428438643,55.06213787046617,0.9579101503900153,0.005738131696656877,13.66648949057872,Curved trajectory
23,8,531,966,547,932,539.0,949.0,37.57658845611187,64.79887635452492,114.7038428438643,55.06213787046617,0.9579101503900153,0.005738131696656877,13.66648949057872,Curved trajectory
33,8,529,1007,547,979,538.0,993.0,33.28663395418648,57.264773727892404,114.7038428438643,55.06213787046617,0.9579101503900153,0.005738131696656877,13.66648949057872,Curved trajectory
16,9,688,1056,701,1016,694.5,1036.0,42.05948168962618,71.99583839408662,118.7061413967528,88.46864168161792,0.8734294098219445,0.013057173488069193,21.025743197472224,Curved trajectory
58,9,689,1011,693,1036,691.0,1023.5,25.317977802344327,99.09027692082232,118.7061413967528,88.46864168161792,0.8734294098219445,0.013057173488069193,21.025743197472224,Curved trajectory
60,9,728,1015,730,990,729.0,1002.5,25.079872407968907,85.42607874009914,118.7061413967528,88.46864168161792,0.8734294098219445,0.013057173488069193,21.025743197472224,Curved trajectory
53,9,754,983,762,1008,758.0,995.5,26.248809496813376,107.74467162505694,118.7061413967528,88.46864168161792,0.8734294098219445,0.013057173488069193,21.025743197472224,Curved trajectory
17,10,718,1002,756,985,737.0,993.5,41.6293165929973,24.102234501161142,80.83390816082262,15.262417536909949,0.7972642120474202,0.00787928329265481,18.246220915732184,Uncertain
21,10,722,1013,761,1009,741.5,1011.0,39.20459156782532,5.856013585428958,80.83390816082262,15.262417536909949,0.7972642120474202,0.00787928329265481,18.246220915732184,Uncertain
18,11,526,1261,538,1222,532.0,1241.5,40.80441152620633,72.89727103094764,105.21741117764776,69.33788815801137,0.9498929349869644,0.005940892187486205,11.826227296420292,Curved trajectory
37,11,492,1274,507,1247,499.5,1260.5,30.886890422961002,60.94539590092286,105.21741117764776,69.33788815801137,0.9498929349869644,0.005940892187486205,11.826227296420292,Curved trajectory
32,11,495,1280,505,1248,500.0,1264.0,33.52610922848042,72.64597536373867,105.21741117764776,69.33788815801137,0.9498929349869644,0.005940892187486205,11.826227296420292,Curved trajectory
19,12,598,713,609,674,603.5,693.5,40.52159917870962,74.24882633654697,68.68185485936706,83.11651984555361,0.757036919669573,0.011113430611659083,21.86667722973843,Uncertain
48,12,592,686,595,714,593.5,700.0,28.160255680657446,96.1155035662854,68.68185485936706,83.11651984555361,0.757036919669573,0.011113430611659083,21.86667722973843,Uncertain
20,13,815,1430,846,1456,830.5,1443.0,40.45985664828782,140.01311375503582,40.45985664828782,140.01311375503582,1.0,0.0,0.0,Uncertain
22,14,347,602,370,632,358.5,617.0,37.8021163428716,127.47617956136136,74.42178319007272,136.09828803974654,0.805202219554667,0.008223066550551135,17.531800240079974,Uncertain
26,14,363,629,393,650,378.0,639.5,36.61966684720111,145.00797980144134,74.42178319007272,136.09828803974654,0.805202219554667,0.008223066550551135,17.531800240079974,Uncertain
24,15,603,796,627,824,615.0,810.0,36.87817782917155,130.60129464500446,36.87817782917155,130.60129464500443,1.0,0.0,0.0,Uncertain
25,16,707,469,718,434,712.5,451.5,36.68787265568828,72.5528115767178,36.68787265568828,72.5528115767178,1.0,0.0,0.0,Uncertain
59,17,644,556,648,531,646.0,543.5,25.317977802344327,80.90972307917768,86.74341390108573,92.0455395292422,0.9090073510329714,0.005649792824090158,10.16534053341919,Curved trajectory
27,17,646,531,651,567,648.5,549.0,36.345563690772494,97.90716270295846,86.74341390108573,92.0455395292422,0.9090073510329714,0.005649792824090158,10.16534053341919,Curved trajectory
61,17,622,560,624,585,623.0,572.5,25.079872407968907,94.57392125990086,86.74341390108573,92.0455395292422,0.9090073510329714,0.005649792824090158,10.16534053341919,Curved trajectory
28,18,492,907,515,934,503.5,920.5,35.4682957019364,130.42607874009914,66.33899378280266,123.21675965130187,0.8275410007555115,0.008167080840053149,15.521309932003959,Uncertain
38,18,518,896,531,924,524.5,910.0,30.870698080866262,114.90476880809518,66.33899378280266,123.21675965130187,0.8275410007555115,0.008167080840053149,15.521309932003959,Uncertain
29,19,318,746,350,760,334.0,753.0,34.92849839314596,156.3706222693432,34.92849839314596,156.3706222693432,1.0,0.0,0.0,Uncertain
31,20,621,1049,653,1037,637.0,1043.0,34.17601498127012,20.556045219583467,34.17601498127012,20.556045219583467,1.0,0.0,0.0,Uncertain
34,21,920,870,951,861,935.5,865.5,32.28002478313795,16.189206257026942,32.28002478313795,16.18920625702694,1.0,0.0,0.0,Uncertain
36,22,388,1322,394,1291,391.0,1306.5,31.575306807693888,79.04593735660167,31.575306807693888,79.04593735660167,1.0,0.0,0.0,Uncertain
39,23,461,1272,463,1302,462.0,1287.0,30.066592756745816,93.81407483429035,30.066592756745816,93.81407483429034,1.0,0.0,0.0,Uncertain
40,24,740,767,742,737,741.0,752.0,30.066592756745816,86.18592516570965,30.066592756745816,86.18592516570965,1.0,0.0,0.0,Uncertain
41,25,394,616,394,586,394.0,601.0,30.0,90.0,60.0,90.0,1.0,0.0,0.0,Straight trajectory
42,25,395,632,395,602,395.0,617.0,30.0,90.0,60.0,90.0,1.0,0.0,0.0,Straight trajectory
43,26,645,1157,654,1185,649.5,1171.0,29.410882339705484,107.81888891452277,29.410882339705484,107.81888891452276,1.0,0.0,0.0,Uncertain
44,27,686,403,695,375,690.5,389.0,29.410882339705484,72.18111108547723,29.410882339705484,72.18111108547724,1.0,0.0,0.0,Uncertain
45,28,531,593,539,565,535.0,579.0,29.120439557122072,74.05460409907715,29.120439557122072,74.05460409907715,1.0,0.0,0.0,Uncertain
46,29,313,716,321,688,317.0,702.0,29.120439557122072,74.05460409907715,29.120439557122072,74.05460409907715,1.0,0.0,0.0,Uncertain
47,30,601,855,616,831,608.5,843.0,28.30194339616981,57.9946167919165,28.30194339616981,57.9946167919165,1.0,0.0,0.0,Uncertain
49,31,496,878,501,851,498.5,864.5,27.459060435491963,79.50852298766841,52.95415800345589,79.11447371860837,0.9909060504256819,0.0005395135387277665,0.8184554616886288,Straight trajectory
55,31,516,861,521,836,518.5,848.5,25.495097567963924,78.69006752597979,52.95415800345589,79.11447371860837,0.9909060504256819,0.0005395135387277665,0.8184554616886288,Straight trajectory
51,32,816,596,825,571,820.5,583.5,26.570660511172846,70.20112364547508,26.570660511172846,70.20112364547508,1.0,0.0,0.0,Uncertain
