image_name,trajectory_id,segment_count,trajectory_length_px,orientation_angle_deg,straightness,curvature_rad_per_px,average_angle_change_deg,trajectory_evidence
awan30.jpg,1,3,217.92647573580484,107.35399796682519,0.9937764878965994,0.000202285761821991,0.6661099269348227,Straight trajectory
awan30.jpg,2,2,124.3012947725818,52.85255312387802,0.9478979635585196,0.001316827593961051,4.6891832797332285,Straight trajectory
awan30.jpg,3,5,189.13039123622644,123.73670906814928,0.9084527551129754,0.007114397813993943,15.458701292018066,Curved trajectory
awan30.jpg,4,1,52.80151512977634,65.37643521383639,1.0,0.0,0.0,Uncertain
awan30.jpg,5,3,114.00960186756721,117.33876989580824,0.9855710556149647,0.012413804217336899,27.040611562467895,Uncertain
awan30.jpg,6,8,279.30233215010503,109.37728681438442,0.3805502387148377,0.007782547999633135,23.435996403483923,Curved trajectory
awan30.jpg,7,5,169.87912202490458,60.509080543456804,0.9305946571752586,0.003645144675533125,11.861803559170927,Uncertain
awan30.jpg,8,6,222.8851945717226,100.20148003832159,0.5298262595327723,0.004621363549241583,16.842497194081616,Uncertain
awan30.jpg,9,2,78.87990117633429,36.72682820513253,0.8924260172610505,0.004284407420016806,9.681658446505455,Uncertain
awan30.jpg,10,2,75.17049444161006,136.08357973815882,0.9055975204957002,0.003945353004452277,8.496223155386986,Uncertain
awan30.jpg,11,2,77.84483021417745,39.236301397612536,0.8743340836219976,0.005071513658820473,11.309932474020215,Uncertain
awan30.jpg,12,1,38.2099463490856,42.87890360333855,1.0,0.0,0.0,Uncertain
awan30.jpg,13,1,38.0,90.0,1.0,0.0,0.0,Uncertain
awan30.jpg,14,1,37.013511046643494,38.41805534482199,1.0,0.0,0.0,Uncertain
awan30.jpg,15,1,36.796738985948195,137.20259816176582,1.0,0.0,0.0,Uncertain
awan30.jpg,16,4,121.79495826971308,65.10197684272785,0.9508909341238708,0.01828812685438396,29.70516749782674,Curved trajectory
awan30.jpg,17,1,34.713109915419565,48.50353164478446,1.0,0.0,0.0,Uncertain
awan30.jpg,18,2,65.06850712328858,116.56301986961236,0.8944660677500308,0.00509531631996339,9.498053902497233,Uncertain
awan30.jpg,19,2,58.64980457061526,98.03902806577979,0.7524733116573682,0.013258834046554176,22.27740195083686,Uncertain
awan30.jpg,20,2,60.5051492100725,113.57938411117465,0.836608088265222,0.008483754461620559,14.705272056130013,Uncertain
awan30.jpg,21,1,30.610455730027933,51.63251461513847,1.0,0.0,0.0,Uncertain
awan30.jpg,22,1,28.861739379323623,75.96375653207353,1.0,0.0,0.0,Uncertain
awan30.jpg,23,2,54.422008913009755,72.89723298343583,0.9689699737142968,0.0010287120992419191,2.792702365713282,Straight trajectory
awan30.jpg,24,1,27.85677655436824,21.037511025421818,1.0,0.0,0.0,Uncertain
awan30.jpg,25,1,26.1725046566048,83.418055344822,1.0,0.0,0.0,Uncertain
awan30.jpg,26,2,49.381410438931624,82.86226500646166,0.7422378831816868,0.016398550899464476,23.198590513648185,Uncertain
awan30.jpg,27,1,25.079872407968907,175.42607874009914,1.0,0.0,0.0,Uncertain
awan30.jpg,28,1,25.0,73.73979529168804,1.0,0.0,0.0,Uncertain
awan30.jpg,29,1,24.186773244895647,7.125016348901798,1.0,0.0,0.0,Uncertain
