segment,trajectory_id,x1,y1,x2,y2,midpoint_x,midpoint_y,length_px,orientation_deg,trajectory_length_px,trajectory_orientation_deg,trajectory_straightness,trajectory_curvature_rad_per_px,trajectory_average_angle_change_deg,trajectory_evidence
1,1,111,168,157,167,134.0,167.5,46.010868281309364,1.2453642667683475,46.010868281309364,1.2453642667683475,1.0,0.0,0.0,Uncertain
2,2,482,167,502,203,492.0,185.0,41.182520563948,119.05460409907714,76.6226108572867,113.20449782674707,0.8592770692773071,0.005769760654246813,12.665063765042362,Uncertain
3,2,486,167,496,201,491.0,184.0,35.4400902933387,106.38954033403478,76.6226108572867,113.20449782674707,0.8592770692773071,0.005769760654246813,12.665063765042362,Uncertain
4,3,497,772,504,743,500.5,757.5,29.832867780352597,76.42956561483852,29.832867780352597,76.42956561483852,1.0,0.0,0.0,Uncertain
