segment,x1,y1,x2,y2,midpoint_x,midpoint_y,length_px,orientation_deg,total_angle_change_deg,average_angle_change_deg,curvature_rad_per_px,trajectory_pattern
42,378,353,386,373,382.0,363.0,21.540659228538015,111.80140948635182,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
34,613,342,644,373,628.5,357.5,43.840620433565945,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
157,754,381,772,359,763.0,370.0,28.42534080710379,50.71059313749964,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
174,756,381,773,359,764.5,370.0,27.80287754891569,52.30575953331083,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
269,616,386,621,366,618.5,376.0,20.615528128088304,75.96375653207353,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
251,396,401,403,366,399.5,383.5,35.6931365951495,78.69006752597979,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
26,743,384,765,368,754.0,376.0,27.202941017470888,36.02737338510361,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
95,492,400,498,375,495.0,387.5,25.709920264364882,76.50426671920418,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
91,426,402,427,381,426.5,391.5,21.02379604162864,87.27368900609373,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
276,492,402,499,379,495.5,390.5,24.041630560342615,73.07248693585295,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
67,668,399,681,378,674.5,388.5,24.698178070456937,58.240519915187214,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
102,612,402,621,380,616.5,391.0,23.769728648009426,67.75097634278764,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
103,582,403,597,381,589.5,392.0,26.627053911388696,55.71312302279104,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
129,580,403,590,383,585.0,393.0,22.360679774997898,63.43494882292201,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
156,575,396,600,391,587.5,393.5,25.495097567963924,11.309932474020213,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
282,734,400,745,379,739.5,389.5,23.706539182259394,62.35402463626132,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
258,738,402,747,378,742.5,390.0,25.632011235952593,69.44395478041653,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
27,613,368,626,422,619.5,395.0,55.54277630799526,103.53585636913425,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
66,575,404,602,391,588.5,397.5,29.966648127543394,25.709953780811265,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
49,595,379,601,416,598.0,397.5,37.48332962798263,99.21102654081668,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
249,449,411,464,394,456.5,402.5,22.67156809750927,48.57633437499735,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
202,575,394,599,405,587.0,399.5,26.40075756488817,155.37643521383637,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
