segment,x1,y1,x2,y2,midpoint_x,midpoint_y,length_px,orientation_deg,total_angle_change_deg,average_angle_change_deg,curvature_rad_per_px,trajectory_pattern
231,231,709,248,720,239.5,714.5,20.248456731316587,147.0947570770121,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
197,238,729,255,704,246.5,716.5,30.23243291566195,55.7842978675626,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
248,517,716,535,701,526.0,708.5,23.430749027719962,39.80557109226519,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
226,528,712,550,710,539.0,711.0,22.090722034374522,5.194428907734806,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
256,540,717,562,713,551.0,715.0,22.360679774997898,10.304846468766033,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
173,675,699,677,724,676.0,711.5,25.079872407968907,94.57392125990086,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
56,569,728,569,704,569.0,716.0,24.0,90.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
223,538,710,555,728,546.5,719.0,24.758836806279895,133.3634229583833,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
21,550,709,554,729,552.0,719.0,20.396078054371138,101.30993247402021,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
100,685,707,706,723,695.5,715.0,26.40075756488817,142.69605172201656,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
304,516,713,531,728,523.5,720.5,21.213203435596427,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
194,561,711,572,728,566.5,719.5,20.248456731316587,122.9052429229879,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
90,631,728,641,707,636.0,717.5,23.259406699226016,64.5366549381284,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
53,447,741,453,706,450.0,723.5,35.510561809129406,80.2724214485984,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
263,525,734,548,709,536.5,721.5,33.97057550292606,47.38594403038881,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
105,349,745,357,717,353.0,731.0,29.120439557122072,74.05460409907715,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
111,651,710,677,736,664.0,723.0,36.76955262170047,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
270,429,744,430,719,429.5,731.5,25.019992006393608,87.70938995736148,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
89,397,737,413,750,405.0,743.5,20.615528128088304,140.9061411137705,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
138,383,752,398,737,390.5,744.5,21.213203435596427,45.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
169,828,742,838,724,833.0,733.0,20.591260281974,60.94539590092286,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
99,631,726,648,756,639.5,741.0,34.48187929913333,119.5387822595581,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
124,848,748,862,732,855.0,740.0,21.2602916254693,48.81407483429036,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
50,558,750,580,772,569.0,761.0,31.11269837220809,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
30,529,776,537,755,533.0,765.5,22.47220505424423,69.14554196042165,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
47,572,779,587,754,579.5,766.5,29.154759474226502,59.03624346792648,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
120,527,778,545,761,536.0,769.5,24.758836806279895,43.36342295838329,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
279,408,769,423,785,415.5,777.0,21.93171219946131,133.1523897340054,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
180,510,771,521,792,515.5,781.5,23.706539182259394,117.64597536373867,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
215,379,777,389,795,384.0,786.0,20.591260281974,119.05460409907714,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
233,495,772,514,796,504.5,784.0,30.610455730027933,128.36748538486154,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
94,496,793,511,778,503.5,785.5,21.213203435596427,45.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
241,725,790,737,771,731.0,780.5,22.47220505424423,57.724355685422374,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
65,546,776,548,798,547.0,787.0,22.090722034374522,95.1944289077348,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
179,598,799,618,774,608.0,786.5,32.01562118716424,51.34019174590991,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
87,600,799,609,778,604.5,788.5,22.847319317591726,66.80140948635182,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
151,433,806,450,782,441.5,794.0,29.410882339705484,54.68878656036681,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
16,638,786,677,794,657.5,790.0,39.81205847478876,168.40782458970892,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
155,546,788,562,806,554.0,797.0,24.08318915758459,131.6335393365702,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
274,546,789,561,806,553.5,797.5,22.67156809750927,131.42366562500266,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
228,370,820,389,793,379.5,806.5,33.015148038438355,54.86580694308437,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
70,510,812,530,795,520.0,803.5,26.248809496813376,40.36453657309736,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
273,353,801,369,817,361.0,809.0,22.627416997969522,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
115,496,792,507,820,501.5,806.0,30.083217912982647,111.44773632710535,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
158,622,816,624,796,623.0,806.0,20.09975124224178,84.28940686250037,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
183,373,825,390,804,381.5,814.5,27.018512172212592,51.00900595749453,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
247,456,826,467,805,461.5,815.5,23.706539182259394,62.35402463626132,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
271,653,801,662,819,657.5,810.0,20.12461179749811,116.56505117707799,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
145,608,806,611,828,609.5,817.0,22.20360331117452,97.76516601842533,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
71,675,808,690,828,682.5,818.0,25.0,126.86989764584402,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
264,686,809,687,830,686.5,819.5,21.02379604162864,92.72631099390627,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
45,598,837,598,813,598.0,825.0,24.0,90.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
132,364,846,397,828,380.5,837.0,37.589892258425,28.61045966596522,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
32,379,848,392,829,385.5,838.5,23.021728866442675,55.619655276155136,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
305,869,816,888,831,878.5,823.5,24.20743687382041,141.70983680775691,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
250,410,853,422,826,416.0,839.5,29.546573405388315,66.03751102542182,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
106,530,847,542,827,536.0,837.0,23.323807579381203,59.03624346792648,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
221,745,824,760,839,752.5,831.5,21.213203435596427,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
130,728,840,743,825,735.5,832.5,21.213203435596427,45.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
9,732,820,753,848,742.5,834.0,35.0,126.86989764584402,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
29,741,825,753,844,747.0,834.5,22.47220505424423,122.27564431457762,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
281,558,834,580,851,569.0,842.5,27.80287754891569,142.30575953331083,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
285,384,844,408,853,396.0,848.5,25.632011235952593,159.44395478041653,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
109,417,859,419,837,418.0,848.0,22.090722034374522,84.8055710922652,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
92,399,861,420,837,409.5,849.0,31.89043743820395,48.81407483429036,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
306,400,861,420,838,410.0,849.5,30.479501308256342,48.99091309842978,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
37,730,821,758,857,744.0,839.0,45.60701700396552,127.8749836510982,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
81,473,836,476,860,474.5,848.0,24.186773244895647,97.1250163489018,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
286,430,859,445,844,437.5,851.5,21.213203435596427,45.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
108,398,860,422,847,410.0,853.5,27.294688127912362,28.44292862436335,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
19,731,825,760,861,745.5,843.0,46.22769732530488,128.85337434035333,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
190,565,841,583,856,574.0,848.5,23.430749027719962,140.19442890773482,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
252,729,837,739,856,734.0,846.5,21.470910553583888,117.75854060106002,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
225,721,860,743,836,732.0,848.0,32.55764119219941,47.48955292199916,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
48,730,837,744,860,737.0,848.5,26.92582403567252,121.32869286780416,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
64,621,843,623,866,622.0,854.5,23.08679276123039,94.9697407281103,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
123,748,869,754,841,751.0,855.0,28.635642126552707,77.9052429229879,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
199,811,848,828,859,819.5,853.5,20.248456731316587,147.0947570770121,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
193,747,869,751,849,749.0,859.0,20.396078054371138,78.69006752597979,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
232,614,876,623,853,618.5,864.5,24.698178070456937,68.62937773065681,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
72,430,861,438,884,434.0,872.5,24.351591323771842,109.17900802581072,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
227,86,889,105,878,95.5,883.5,21.95449840010015,30.068582821862453,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
139,530,878,548,863,539.0,870.5,23.430749027719962,39.80557109226519,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
268,670,858,683,878,676.5,868.0,23.853720883753127,123.02386755579664,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
146,480,869,491,886,485.5,877.5,20.248456731316587,122.9052429229879,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
83,606,885,617,865,611.5,875.0,22.825424421026653,61.189206257026946,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
14,595,868,602,888,598.5,878.0,21.18962010041709,109.29004621918872,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
12,302,899,322,892,312.0,895.5,21.18962010041709,19.290046219188735,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
275,252,917,269,899,260.5,908.0,24.758836806279895,46.63657704161672,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
128,488,892,503,910,495.5,901.0,23.430749027719962,129.80557109226518,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
278,254,917,270,900,262.0,908.5,23.345235059857504,46.73570458892839,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
154,487,892,512,916,499.5,904.0,34.655446902326915,136.16913932790743,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
127,413,899,430,916,421.5,907.5,24.041630560342615,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
310,207,933,222,919,214.5,926.0,20.518284528683193,43.025065989118026,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
182,418,931,429,913,423.5,922.0,21.095023109728988,58.57043438516149,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
277,218,920,237,939,227.5,929.5,26.870057685088806,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
198,258,951,264,930,261.0,940.5,21.840329667841555,74.05460409907715,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
137,838,918,857,937,847.5,927.5,26.870057685088806,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
104,504,928,519,950,511.5,939.0,26.627053911388696,124.28687697720896,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
159,212,964,222,938,217.0,951.0,27.85677655436824,68.96248897457819,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
119,308,961,319,941,313.5,951.0,22.825424421026653,61.189206257026946,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
51,287,984,312,945,299.5,964.5,46.32493928760188,57.33908727832619,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
209,289,982,306,956,297.5,969.0,31.064449134018133,56.82148834060726,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
126,485,972,503,996,494.0,984.0,30.0,126.86989764584402,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
39,697,981,705,1000,701.0,990.5,20.615528128088304,112.83365417791755,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
185,782,1015,784,990,783.0,1002.5,25.079872407968907,85.42607874009914,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
301,784,1015,785,991,784.5,1003.0,24.020824298928627,87.61405596961119,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
161,418,1025,443,1022,430.5,1023.5,25.179356624028344,6.84277341263094,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
295,653,1015,665,1036,659.0,1025.5,24.186773244895647,119.74488129694222,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
284,1032,1012,1050,1026,1041.0,1019.0,22.80350850198276,142.1250163489018,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
142,952,1036,981,1025,966.5,1030.5,31.016124838541646,20.77225468204583,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
24,575,1066,599,1043,587.0,1054.5,33.24154027718932,43.78112476486871,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
184,632,1073,642,1053,637.0,1063.0,22.360679774997898,63.43494882292201,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
150,586,1056,595,1076,590.5,1066.0,21.93171219946131,114.22774531795417,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
86,642,1056,662,1076,652.0,1066.0,28.284271247461902,135.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
11,507,1081,510,1061,508.5,1071.0,20.223748416156685,81.46923439005187,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
177,503,1091,512,1063,507.5,1077.0,29.410882339705484,72.18111108547723,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
178,661,1085,665,1062,663.0,1073.5,23.345235059857504,80.13419305691563,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
125,477,1076,487,1107,482.0,1091.5,32.57299494980466,107.87869659584133,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
206,1044,1076,1045,1096,1044.5,1086.0,20.024984394500787,92.86240522611175,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
235,494,1122,509,1094,501.5,1108.0,31.76476034853718,61.82140989004083,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
6,657,1116,661,1095,659.0,1105.5,21.37755832643195,79.2157021324374,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
5,679,1103,686,1124,682.5,1113.5,22.135943621178654,108.43494882292201,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
31,633,1184,637,1154,635.0,1169.0,30.265491900843113,82.40535663140857,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
261,837,1164,863,1175,850.0,1169.5,28.231188426986208,157.06789956241022,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
75,679,1168,680,1197,679.5,1182.5,29.017236257093817,91.97493401088197,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
57,356,1207,365,1180,360.5,1193.5,28.460498941515414,71.56505117707799,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
181,676,1173,682,1197,679.0,1185.0,24.73863375370596,104.03624346792647,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
176,401,1206,415,1183,408.0,1194.5,26.92582403567252,58.67130713219584,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
116,659,1199,674,1224,666.5,1211.5,29.154759474226502,120.96375653207352,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
293,471,1229,492,1207,481.5,1218.0,30.4138126514911,46.33221985386964,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
267,400,1238,421,1217,410.5,1227.5,29.698484809834994,45.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
147,400,1237,418,1219,409.0,1228.0,25.45584412271571,45.0,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
237,1040,1208,1045,1229,1042.5,1218.5,21.587033144922902,103.3924977537511,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
13,709,1256,715,1278,712.0,1267.0,22.80350850198276,105.25511870305778,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
188,482,1380,483,1358,482.5,1369.0,22.02271554554524,87.39743779750019,11235.691610341057,36.361461522139344,0.004515340340311121,Curved trajectory - possible electron-like evidence
